CLIENTNUM,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
715187733,5464.0,0,5464.0,0.7,2473,46,0.484,0.0,0.00037718,0.99962
721014858,2942.0,2022,920.0,0.537,1479,28,0.217,0.687,4.726300000000001e-05,0.99995
710363433,2735.0,1348,1387.0,0.805,2441,58,0.45,0.493,0.00025237,0.99975
715479483,15279.0,1496,13783.0,0.997,2079,57,0.425,0.098,0.00031749,0.99968
708243483,14938.0,1155,13783.0,0.995,2248,51,0.645,0.077,0.00056998,0.99943
714770808,4328.0,670,3658.0,0.396,1580,54,0.5429999999999999,0.155,0.00086777,0.99913
720626058,34516.0,934,33582.0,0.6809999999999999,1768,52,0.5760000000000001,0.027000000000000003,0.00058531,0.99941
709185108,5824.0,1542,4282.0,0.8270000000000001,1801,44,0.5710000000000001,0.265,0.00021928,0.99978
719596908,11281.0,2118,9163.0,0.534,1255,30,0.304,0.188,0.00017004,0.99983
719273733,7959.0,998,6961.0,0.773,1855,29,0.318,0.125,0.00091777,0.99908
717348258,4459.0,1899,2560.0,1.349,2502,48,1.0,0.426,8.6952e-05,0.99991
770882508,17162.0,773,16389.0,1.238,2457,54,1.0,0.045,0.00026586,0.99973
799026633,16254.0,1518,14736.0,1.256,2502,55,0.5710000000000001,0.093,0.00086149,0.99914
718777008,3278.0,1306,1972.0,0.399,1374,32,0.391,0.398,4.5946e-05,0.99995
713352183,7173.0,1227,5946.0,0.6459999999999999,1793,33,0.737,0.171,6.083e-05,0.99994
716128083,3295.0,2002,1293.0,0.599,1191,34,0.545,0.608,0.0001861,0.99981
721288158,25033.0,2300,22733.0,0.716,2529,71,0.578,0.092,0.00012511,0.99987
757881258,4232.0,2092,2140.0,0.604,2565,69,0.865,0.494,9.7673e-05,0.9999
715843533,2703.0,1256,1447.0,0.949,2111,29,0.706,0.465,0.00033362,0.99967
717234183,2710.0,629,2081.0,0.7709999999999999,1718,37,0.762,0.232,0.00014834,0.99985
717260058,2322.0,1284,1038.0,0.6729999999999999,1573,27,0.929,0.5529999999999999,0.00028116,0.99972
709710783,5931.0,0,5931.0,0.6679999999999999,2730,71,0.614,0.0,0.00043049,0.99957
787284858,3300.0,1731,1569.0,0.6890000000000001,1745,27,0.929,0.525,5.663e-05,0.99994
815845758,1438.3,0,1438.3,0.472,1354,24,0.7140000000000001,0.0,0.00019517,0.9998
720639783,34516.0,0,34516.0,0.682,2562,62,0.722,0.0,0.00015686,0.99984
713331408,8682.0,1647,7035.0,0.971,1792,36,0.8,0.19,0.00060278,0.9994
778693458,12616.0,0,12616.0,1.054,1376,29,0.611,0.0,0.99639,0.00360858
788610258,9652.0,2517,7135.0,0.889,3762,73,0.5870000000000001,0.261,0.00033297,0.99967
711173883,1651.0,770,881.0,0.736,2516,54,0.385,0.466,0.00011937,0.99988
717628608,2576.0,1640,936.0,1.128,2568,34,0.889,0.637,0.00031189,0.99969
789261558,2212.0,1392,820.0,0.573,1387,34,0.7,0.629,0.00014421,0.99986
770647233,2157.0,1188,969.0,0.847,2111,59,0.639,0.551,0.00023216,0.99977
712826208,2575.0,1424,1151.0,0.5429999999999999,1487,33,0.737,0.5529999999999999,5.5077e-05,0.99994
718181433,8705.0,1453,7252.0,1.11,2688,88,0.956,0.16699999999999998,4.8595e-05,0.99995
714460683,3838.0,1736,2102.0,0.445,1467,29,0.706,0.452,0.00074474,0.99926
716460933,10306.0,1427,8879.0,0.7090000000000001,1456,44,0.294,0.138,0.00017371,0.99983
710787708,5366.0,1271,4095.0,0.5579999999999999,1748,38,0.9,0.237,0.00054528,0.99945
713800158,2994.0,2351,643.0,0.469,1540,32,0.185,0.785,0.00015005,0.99985
712551258,4247.0,0,4247.0,0.405,847,17,0.133,0.0,0.99659,0.00341249
715379133,1737.0,1145,592.0,0.809,1954,42,1.3330000000000002,0.659,0.00019837,0.9998
712091433,18431.0,902,17529.0,1.296,2950,61,0.848,0.049,0.00018652,0.99981
771756333,2263.0,1794,469.0,0.794,2154,37,0.542,0.7929999999999999,0.0003139,0.99969
779895108,2718.0,2156,562.0,0.6679999999999999,1711,36,0.44,0.7929999999999999,0.00018025,0.99982
771976683,5839.0,2130,3709.0,0.687,1640,44,0.333,0.365,0.00016415,0.99984
716800908,5137.0,0,5137.0,0.6990000000000001,2496,49,0.581,0.0,3.3324e-05,0.99997
789413958,11909.0,1018,10891.0,1.006,1938,53,0.6559999999999999,0.085,0.00017969,0.99982
711574008,21390.0,0,21390.0,0.946,2477,59,0.341,0.0,0.00090051,0.9991
714138408,9264.0,629,8635.0,0.659,4107,79,0.58,0.068,0.00015942,0.99984
709334658,5484.0,2517,2967.0,0.489,2025,51,0.378,0.459,0.00058091,0.99942
709564683,4739.0,0,4739.0,0.363,886,21,0.4,0.0,0.99888,0.00111805
772292358,7970.0,0,7970.0,0.7759999999999999,1284,30,0.429,0.0,0.99639,0.00360825
712933083,3127.0,2378,749.0,0.862,2292,49,0.441,0.76,5.3155e-05,0.99995
710497608,7756.0,1670,6086.0,0.78,1858,51,0.545,0.215,5.663e-05,0.99994
721443408,34516.0,676,33840.0,0.8140000000000001,3508,58,0.871,0.02,0.00019683,0.9998
709149408,5605.0,1322,4283.0,1.204,2338,41,0.952,0.236,0.00053055,0.99947
708446808,2946.0,1359,1587.0,0.746,2017,48,0.455,0.461,0.00019866,0.9998
824192658,8886.0,0,8886.0,0.6940000000000001,4148,79,0.7559999999999999,0.0,0.00023373,0.99977
711625683,3104.0,862,2242.0,1.057,2781,74,0.682,0.278,0.00085723,0.99914
717487983,19435.0,2120,17315.0,0.625,2062,55,0.486,0.109,0.00034328,0.99966
717301908,3312.0,1624,1688.0,0.573,1973,55,0.667,0.49,0.00043772,0.99956
718435158,34516.0,0,34516.0,0.986,1930,36,0.44,0.0,0.00015942,0.99984
714797733,5246.0,0,5246.0,0.969,3189,56,0.556,0.0,0.00015944,0.99984
719213133,2432.0,1554,878.0,1.158,3670,60,0.818,0.639,5.1697e-05,0.99995
798962058,3103.0,2399,704.0,0.581,1836,48,0.655,0.773,0.00031231,0.99969
718970058,30746.0,1168,29578.0,0.653,1519,43,0.72,0.038,0.00058851,0.99941
713021208,34516.0,0,34516.0,0.399,1353,40,0.212,0.0,0.99625,0.00374779
810856833,11962.0,1025,10937.0,0.6940000000000001,1907,52,0.926,0.086,0.00011605,0.99988
787868958,14690.0,979,13711.0,0.8109999999999999,2746,68,0.511,0.067,0.00029408,0.99971
708161133,6629.0,1389,5240.0,0.828,3891,69,0.643,0.21,5.1697e-05,0.99995
708174708,5535.0,1276,4259.0,0.636,1764,38,0.9,0.231,0.00034248,0.99966
708735183,2544.0,1848,696.0,0.804,2289,49,0.441,0.726,0.00029408,0.99971
708445608,3305.0,2517,788.0,0.7659999999999999,2027,57,1.036,0.762,0.00030519,0.99969
778943883,34516.0,888,33628.0,1.2990000000000002,1959,42,0.909,0.026,0.00033577,0.99966
788810658,9466.0,0,9466.0,0.818,2503,70,0.489,0.0,0.00051561,0.99948
789050883,5297.0,0,5297.0,0.779,2655,62,0.55,0.0,0.00074656,0.99925
714531108,4260.0,1775,2485.0,1.239,2109,52,0.625,0.417,0.00027607,0.99972
711635358,7291.0,2517,4774.0,0.83,2198,56,0.6970000000000001,0.345,5.6158e-05,0.99994
803648508,13882.0,758,13124.0,0.5,1646,42,0.75,0.055,0.00019517,0.9998
813200058,6500.0,1786,4714.0,0.524,1497,27,0.35,0.275,0.00048486,0.99952
805261983,1626.0,979,647.0,1.467,2847,61,0.968,0.602,0.0005947999999999999,0.99941
715206408,6662.0,0,6662.0,0.934,3264,83,0.7659999999999999,0.0,0.00024953,0.99975
788684508,5846.0,1732,4114.0,0.611,2056,41,0.64,0.29600000000000004,0.0003262,0.99967
737933883,8063.0,2149,5914.0,0.722,2042,49,0.69,0.267,5.0256e-05,0.99995
768655158,6224.0,1092,5132.0,0.919,2222,39,0.56,0.175,0.00016966,0.99983
774437583,4597.0,2442,2155.0,0.512,1504,38,0.35700000000000004,0.531,0.00044353,0.99956
713104458,7869.0,0,7869.0,0.6920000000000001,998,25,0.562,0.0,0.99888,0.00111805
715462008,17884.0,2096,15788.0,0.477,2031,49,0.633,0.117,0.00017488,0.99983
715366083,1438.3,978,460.3,0.773,947,33,0.5710000000000001,0.68,0.99581,0.00418811
712322058,2046.0,1694,352.0,0.853,3432,49,0.96,0.828,9.3448e-05,0.99991
719737833,6370.0,0,6370.0,0.855,1783,40,0.667,0.0,0.00012274,0.99988
789530208,2737.0,2517,220.0,0.5329999999999999,1619,37,0.48,0.92,0.00011382,0.99989
717885183,2622.0,2489,133.0,0.84,2717,79,0.5489999999999999,0.949,5.1697e-05,0.99995
716244033,7266.0,906,6360.0,0.6759999999999999,1741,27,0.421,0.125,0.99683,0.00317458
711614658,2258.0,1338,920.0,0.86,2511,55,0.774,0.593,0.00031104,0.99969
804598908,6510.0,2055,4455.0,1.042,2238,49,0.531,0.316,0.00019864,0.9998
719161683,2508.0,1580,928.0,0.44,1607,44,0.419,0.63,0.00014907,0.99985
719327808,4006.0,2517,1489.0,0.557,1157,34,0.619,0.628,5.663e-05,0.99994
714038433,3252.0,1987,1265.0,0.6579999999999999,2953,72,0.7140000000000001,0.611,5.5277e-05,0.99994
710129283,16317.0,0,16317.0,0.742,2944,71,0.972,0.0,0.00011697,0.99988
709367433,2109.0,1542,567.0,0.67,2261,56,0.6,0.731,0.00011192,0.99989
719729433,7023.0,1726,5297.0,1.178,2535,51,0.759,0.246,3.941e-05,0.99996
717192933,8302.0,2517,5785.0,0.6609999999999999,1576,34,0.789,0.303,5.8902e-05,0.99994
711734508,9959.0,1209,8750.0,0.5479999999999999,1584,28,0.273,0.121,0.00030251,0.9997
715153158,3636.0,1884,1752.0,0.924,4254,79,0.491,0.518,0.0005564,0.99944
712149033,5184.0,1856,3328.0,0.5529999999999999,1834,55,0.5710000000000001,0.358,3.2288e-05,0.99997
713901108,14575.0,0,14575.0,1.251,3444,80,0.7020000000000001,0.0,0.00015363,0.99985
719415858,3107.0,1720,1387.0,0.6609999999999999,2460,71,0.69,0.5539999999999999,0.00015007,0.99985
719385558,1438.3,0,1438.3,0.757,1281,32,1.0,0.0,4.595e-05,0.99995
779528658,3092.0,1115,1977.0,0.802,2133,41,0.7829999999999999,0.361,0.00030845,0.99969
721508283,8322.0,0,8322.0,0.86,3700,62,1.0,0.0,6.4428e-05,0.99994
757753083,10110.0,1229,8881.0,0.65,4063,74,0.48,0.122,0.00013947,0.99986
797753283,2707.0,2036,671.0,0.8270000000000001,1926,33,0.941,0.752,0.00047086,0.99953
807523008,4397.0,2007,2390.0,0.892,2473,47,1.136,0.456,8.6952e-05,0.99991
711416958,5795.0,0,5795.0,0.746,2322,65,0.585,0.0,0.00017987,0.99982
780865308,9760.0,1657,8103.0,1.134,4542,86,0.87,0.17,0.00019396,0.99981
708423933,6103.0,0,6103.0,0.532,3203,64,0.8290000000000001,0.0,6.0759e-05,0.99994
714321408,2246.0,1326,920.0,0.5429999999999999,1429,32,0.455,0.59,0.00010386,0.9999
771852483,4930.0,0,4930.0,1.019,3343,77,0.638,0.0,0.00053543,0.99946
708185208,3178.0,1118,2060.0,0.643,2010,31,0.55,0.35200000000000004,4.726300000000001e-05,0.99995
714920208,3003.0,1810,1193.0,0.7190000000000001,3148,68,0.789,0.603,6.7626e-05,0.99993
789952158,2318.0,2069,249.0,1.399,2689,57,0.7809999999999999,0.893,0.00041087,0.99959
713237958,2638.0,2092,546.0,0.591,1868,43,0.344,0.7929999999999999,0.00013562,0.99986
715956258,2004.0,0,2004.0,0.6809999999999999,1974,60,0.364,0.0,0.00031517,0.99968
769196433,2414.0,2276,138.0,0.5670000000000001,2000,62,0.59,0.943,3.9082e-05,0.99996
778942233,1438.3,648,790.3,0.477,1267,27,1.077,0.451,0.0004055,0.99959
708651933,2043.0,1928,115.0,0.7909999999999999,2311,57,0.8390000000000001,0.944,5.5077e-05,0.99994
720467583,34516.0,2517,31999.0,0.685,3072,67,0.675,0.073,0.00017486,0.99983
716549058,3111.0,2290,821.0,1.612,1998,41,0.464,0.736,9.9893e-05,0.9999
713533983,2585.0,1207,1378.0,0.44,1590,33,0.32,0.467,0.00048435,0.99952
787463508,2469.0,2410,59.0,0.544,1027,20,0.17600000000000002,0.976,0.99645,0.0035547
710256708,8744.0,1712,7032.0,0.895,2579,68,0.659,0.196,4.3319e-05,0.99996
708980283,4185.0,2517,1668.0,0.861,2179,55,0.774,0.601,0.00015942,0.99984
719484408,4759.0,1459,3300.0,1.24,2903,57,0.9,0.307,0.00034841,0.99965
710023233,24457.0,1300,23157.0,0.914,2739,65,0.912,0.053,0.00033886,0.99966
789101883,14244.0,1673,12571.0,0.6990000000000001,2729,66,0.535,0.117,0.00012982,0.99987
778381608,6572.0,417,6155.0,0.584,1766,46,0.5329999999999999,0.063,0.99873,0.00127462
787492908,23381.0,905,22476.0,0.645,4357,73,0.521,0.039,0.00018494,0.99982
709932558,3471.0,2517,954.0,0.743,1771,34,0.889,0.725,0.00018494,0.99982
780219483,2250.0,1041,1209.0,0.6779999999999999,1339,28,0.867,0.463,5.8902e-05,0.99994
708590658,15965.0,2312,13653.0,0.59,1619,40,0.5379999999999999,0.145,0.00018558,0.99981
715143333,9433.0,1578,7855.0,0.66,3910,81,0.653,0.16699999999999998,0.00010386,0.9999
801048483,9180.0,1814,7366.0,0.628,2646,49,0.633,0.198,0.00032275,0.99968
711913833,8818.0,1437,7381.0,0.649,1865,31,0.938,0.163,0.00033886,0.99966
715413483,4066.0,1028,3038.0,0.972,3888,77,0.604,0.253,9.6126e-05,0.9999
715750758,9031.0,1535,7496.0,0.69,1602,35,0.591,0.17,3.2055e-05,0.99997
714062958,9887.0,994,8893.0,0.488,2552,64,0.455,0.101,6.3492e-05,0.99994
710458758,4161.0,2491,1670.0,0.41,1203,30,0.579,0.599,0.00076607,0.99923
719494983,2740.0,2069,671.0,0.418,1997,44,0.419,0.755,0.0002596,0.99974
710586483,6152.0,0,6152.0,0.391,968,23,0.5329999999999999,0.0,0.99634,0.00365621
772637058,8167.0,1740,6427.0,1.455,2141,51,0.7,0.213,0.00016861,0.99983
718229133,23742.0,0,23742.0,0.769,3783,57,0.6759999999999999,0.0,0.00031749,0.99968
718423533,16791.0,1181,15610.0,0.55,2983,74,0.682,0.07,0.00052057,0.99948
781089708,26783.0,1285,25498.0,0.59,2495,46,0.769,0.048,4.726300000000001e-05,0.99995
773082033,25516.0,1363,24153.0,1.172,2317,38,0.727,0.053,0.00056988,0.99943
815288583,4815.0,1591,3224.0,1.409,2501,36,0.7140000000000001,0.33,0.00015435,0.99985
720431433,3198.0,2308,890.0,0.7240000000000001,1402,35,0.8420000000000001,0.722,0.00010684,0.99989
709164408,2218.0,1696,522.0,0.3670000000000001,730,20,0.429,0.765,0.99659,0.00341249
710567508,23462.0,2202,21260.0,0.5710000000000001,1387,33,0.65,0.094,0.00019311,0.99981
719427333,2252.0,1737,515.0,0.685,1291,27,0.5,0.7709999999999999,0.00062907,0.99937
714765408,2557.0,1990,567.0,0.575,2266,57,0.35700000000000004,0.778,0.00031211,0.99969
709785783,2300.0,0,2300.0,0.877,1485,34,0.478,0.0,0.99775,0.00225216
809290308,3540.0,1173,2367.0,1.106,1912,45,0.667,0.331,2.8501e-05,0.99997
779598183,22938.0,1700,21238.0,0.636,3428,54,0.5,0.07400000000000001,6.282e-05,0.99994
779783508,13129.0,901,12228.0,0.825,2564,56,0.474,0.069,9.2637e-05,0.99991
719568333,34516.0,1900,32616.0,1.002,1668,36,0.7140000000000001,0.055,0.00018538,0.99981
719207733,3396.0,802,2594.0,0.5479999999999999,1418,36,0.5,0.236,3.5025e-05,0.99996
715533108,4712.0,955,3757.0,0.855,2568,62,0.59,0.203,0.00045531,0.99954
714816258,7638.0,947,6691.0,0.682,2336,58,0.611,0.124,0.00011382,0.99989
787573683,2624.0,1319,1305.0,0.768,4189,74,0.609,0.503,0.00013897,0.99986
804310758,17934.0,1578,16356.0,0.593,2005,48,0.778,0.08800000000000001,0.00058626,0.99941
792912708,15198.0,2098,13100.0,0.8,3183,64,0.73,0.138,0.00025509,0.99974
719078283,3191.0,2517,674.0,0.7190000000000001,1501,35,0.591,0.789,0.00052608,0.99947
708620283,6053.0,2001,4052.0,0.743,2208,59,0.595,0.331,0.00018558,0.99981
770985633,5510.0,2027,3483.0,0.898,1980,42,0.68,0.368,6.054e-05,0.99994
780094008,12875.0,1119,11756.0,0.401,1624,40,0.429,0.087,0.00016289,0.99984
716420358,2602.0,1490,1112.0,0.66,3151,78,0.66,0.573,0.00031746,0.99968
825756333,2041.0,1885,156.0,0.5870000000000001,2118,48,0.778,0.924,9.5711e-05,0.9999
755273658,2548.0,1683,865.0,0.75,2055,54,0.636,0.6609999999999999,0.00030251,0.9997
709096908,4698.0,984,3714.0,0.373,1865,35,0.458,0.209,0.00010848,0.99989
714840858,2222.0,1551,671.0,0.932,3302,65,0.585,0.698,0.00032942,0.99967
721205508,8217.0,0,8217.0,0.6779999999999999,1848,56,0.514,0.0,0.00052608,0.99947
786493908,10091.0,0,10091.0,1.121,3347,64,0.778,0.0,0.00029475,0.99971
803963808,19074.0,0,19074.0,0.804,3762,74,1.0,0.0,0.00092621,0.99907
806170158,34516.0,542,33974.0,0.866,3899,78,0.857,0.016,0.00021733,0.99978
751469808,12852.0,1945,10907.0,0.659,1606,33,0.941,0.151,0.00033886,0.99966
721055058,12763.0,2517,10246.0,1.631,2599,46,0.917,0.197,0.00028116,0.99972
709794333,2827.0,1430,1397.0,0.885,1608,30,1.308,0.506,0.00028024,0.99972
718361583,8242.0,0,8242.0,0.434,1559,44,0.467,0.0,0.00091777,0.99908
714327183,1825.0,1389,436.0,1.595,2878,54,0.636,0.7609999999999999,0.00011377,0.99989
808909008,1438.3,0,1438.3,0.589,1448,31,0.292,0.0,0.00052102,0.99948
716207508,5497.0,1517,3980.0,0.624,1981,38,0.35700000000000004,0.276,0.00032942,0.99967
768965208,6778.0,865,5913.0,0.992,3158,71,0.775,0.128,0.00010684,0.99989
720185058,4267.0,0,4267.0,0.862,1067,23,0.769,0.0,0.99814,0.00186317
715220508,3273.0,2517,756.0,1.465,2726,57,0.727,0.769,5.726100000000001e-05,0.99994
712112733,9371.0,1541,7830.0,0.7809999999999999,2518,67,0.971,0.16399999999999998,0.00016471,0.99984
712298883,1438.3,663,775.3,0.384,2987,73,0.622,0.461,0.00010943,0.99989
717813558,8389.0,1960,6429.0,0.384,1334,38,0.407,0.234,0.99546,0.00453868
716823408,28410.0,1608,26802.0,0.913,2278,77,1.139,0.057,0.00014134,0.99986
719089383,6168.0,2371,3797.0,0.6679999999999999,4303,80,0.509,0.384,6.6728e-05,0.99993
710039208,2111.0,966,1145.0,0.923,3871,87,0.706,0.458,0.00012373,0.99988
780237033,3141.0,1819,1322.0,0.4970000000000001,1539,35,0.522,0.579,9.5577e-05,0.9999
720986958,8307.0,2517,5790.0,1.743,2293,36,0.8,0.303,0.00056498,0.99944
709473708,30753.0,1661,29092.0,0.6809999999999999,1780,33,0.941,0.054000000000000006,0.00019864,0.9998
708593883,2731.0,1573,1158.0,0.943,1813,38,0.727,0.5760000000000001,0.00015365,0.99985
710241858,2890.0,0,2890.0,0.545,2040,36,0.44,0.0,0.00018218,0.99982
715392558,34516.0,0,34516.0,1.03,2848,56,0.75,0.0,5.6825e-05,0.99994
717399183,8058.0,1176,6882.0,1.164,2774,52,0.625,0.146,0.00010182,0.9999
817925058,5660.0,2401,3259.0,0.779,1932,35,0.34600000000000003,0.424,0.00016249,0.99984
716029158,4230.0,1366,2864.0,0.63,1480,35,0.458,0.32299999999999995,0.0010174,0.99898
715043508,9515.0,0,9515.0,0.79,4642,61,0.605,0.0,0.000516,0.99948
716610558,10962.0,1559,9403.0,0.708,2724,71,0.6509999999999999,0.142,0.00025237,0.99975
716768808,23848.0,1967,21881.0,0.462,1591,43,0.72,0.08199999999999999,0.00033692,0.99966
795810633,10144.0,1295,8849.0,0.758,1234,24,1.182,0.128,0.00015871,0.99984
779925033,2997.0,1969,1028.0,1.235,2807,60,0.7140000000000001,0.657,0.00054115,0.99946
790225758,2647.0,620,2027.0,0.664,2262,47,0.424,0.234,0.00029411,0.99971
713879283,4580.0,1300,3280.0,0.519,1694,34,0.7,0.284,5.5077e-05,0.99994
715968858,2608.0,1630,978.0,0.521,1822,33,0.32,0.625,5.5613e-05,0.99994
767687208,34516.0,1180,33336.0,0.8009999999999999,2329,69,0.605,0.034,0.00033251,0.99967
778728783,3156.0,2095,1061.0,1.281,2739,56,0.75,0.664,0.00011924,0.99988
713637783,24936.0,2053,22883.0,0.716,1810,38,0.727,0.08199999999999999,4.3568e-05,0.99996
718162908,26101.0,614,25487.0,0.397,1472,48,0.412,0.024,6.9248e-05,0.99993
708664008,14270.0,0,14270.0,0.398,1222,37,0.423,0.0,0.00052057,0.99948
711929058,25618.0,1209,24409.0,1.228,2157,49,1.882,0.047,0.00074474,0.99926
770781558,3230.0,2517,713.0,0.677,1914,31,0.348,0.779,5.5077e-05,0.99994
790048158,8881.0,1865,7016.0,1.279,2632,54,1.077,0.21,0.00030845,0.99969
721258158,11037.0,1491,9546.0,0.6509999999999999,2429,63,0.75,0.135,0.00086149,0.99914
786480183,16763.0,0,16763.0,0.88,3626,69,0.6829999999999999,0.0,0.00058091,0.99942
721378008,2621.0,1461,1160.0,0.775,2718,71,0.775,0.557,0.00010043,0.9999
786566733,4939.0,1190,3749.0,0.557,3764,64,0.524,0.241,0.00098108,0.99902
794551383,4419.0,1218,3201.0,0.879,4535,75,0.562,0.276,0.00052057,0.99948
820981383,9235.0,1796,7439.0,0.958,1739,42,0.448,0.194,0.00016112,0.99984
713366583,3055.0,1685,1370.0,0.541,1405,40,0.481,0.552,8.453e-05,0.99992
767311008,19412.0,770,18642.0,0.755,1576,41,0.952,0.04,0.00017969,0.99982
716624133,12786.0,1880,10906.0,0.7020000000000001,1205,19,0.462,0.147,9.5577e-05,0.9999
712727283,4666.0,1275,3391.0,0.397,1281,28,0.75,0.273,0.00017969,0.99982
716059608,4894.0,1505,3389.0,0.78,3277,67,0.5579999999999999,0.308,0.00030845,0.99969
708292833,27389.0,1250,26139.0,0.6409999999999999,2754,60,0.463,0.046,0.0001861,0.99981
720013083,2132.0,797,1335.0,0.779,3265,74,0.574,0.374,0.00018162,0.99982
710540883,6590.0,0,6590.0,0.7140000000000001,2449,67,0.634,0.0,0.00018145,0.99982
709212183,3176.0,1470,1706.0,0.388,1634,53,0.472,0.463,9.2637e-05,0.99991
713424108,4288.0,2349,1939.0,0.718,2591,57,0.541,0.5479999999999999,8.6952e-05,0.99991
718476033,20130.0,2355,17775.0,0.716,2444,49,0.633,0.117,0.00078765,0.99921
815001108,5945.0,1685,4260.0,0.9,3598,67,0.718,0.28300000000000003,0.00026028,0.99974
709802208,3350.0,0,3350.0,1.3159999999999998,2849,61,0.6940000000000001,0.0,0.00014834,0.99985
713445183,4008.0,1841,2167.0,1.504,2794,58,1.148,0.459,0.00016413,0.99984
717310458,5780.0,938,4842.0,0.988,2960,65,0.757,0.162,0.00018665,0.99981
789158433,2497.0,1674,823.0,0.701,2922,53,0.963,0.67,5.3542e-05,0.99995
788761608,10286.0,2286,8000.0,0.6709999999999999,2564,57,0.462,0.222,0.00043049,0.99957
709916058,2347.0,2163,184.0,0.615,1631,40,0.29,0.922,9.5577e-05,0.9999
789804933,23125.0,1236,21889.0,0.995,2536,69,0.865,0.053,5.663e-05,0.99994
780070833,3034.0,2517,517.0,0.63,1617,29,1.4169999999999998,0.83,0.00012511,0.99987
772776033,7081.0,1874,5207.0,0.6990000000000001,2249,47,1.35,0.265,0.00035543,0.99964
719804208,6824.0,1873,4951.0,0.563,1933,48,0.655,0.274,9.2637e-05,0.99991
715077483,1438.3,772,666.3,1.4509999999999998,2250,40,0.905,0.537,0.00077466,0.99923
717000858,2683.0,1738,945.0,0.745,2274,52,0.733,0.648,0.00011382,0.99989
792402483,12280.0,985,11295.0,0.841,4263,70,1.0,0.08,7.1987e-05,0.99993
712973733,14607.0,1480,13127.0,0.34600000000000003,1393,38,0.462,0.101,0.00011937,0.99988
813213558,2267.0,1469,798.0,0.716,3709,64,0.684,0.648,0.00041087,0.99959
718215033,2556.0,2260,296.0,0.487,1401,30,0.579,0.884,0.00037246,0.99963
717207408,12512.0,666,11846.0,0.914,2995,60,0.875,0.053,5.3155e-05,0.99995
711426033,11332.0,946,10386.0,0.857,3806,65,0.667,0.083,0.00011382,0.99989
719233833,3073.0,526,2547.0,0.7020000000000001,1944,55,0.618,0.171,0.00052052,0.99948
716864733,34516.0,2315,32201.0,0.599,1805,46,0.7040000000000001,0.067,0.00027576,0.99972
821168733,5323.0,2301,3022.0,0.68,1783,33,0.65,0.4320000000000001,0.0003139,0.99969
710135058,9078.0,1501,7577.0,0.51,1543,34,0.545,0.165,1.9069e-05,0.99998
720228708,27029.0,1347,25682.0,0.381,1302,27,0.421,0.05,9.0056e-05,0.99991
718618458,9859.0,1305,8554.0,0.722,4345,72,0.674,0.132,0.00015942,0.99984
719470458,4026.0,243,3783.0,0.738,1102,27,0.8,0.06,0.9973,0.00270308
719587158,2608.0,1799,809.0,0.732,2565,72,0.636,0.69,0.00017468,0.99983
715499808,3552.0,2517,1035.0,0.465,1342,26,1.0,0.7090000000000001,0.00014907,0.99985
718589133,4613.0,1619,2994.0,0.6970000000000001,2328,62,0.722,0.35100000000000003,0.00010684,0.99989
789235383,10386.0,1909,8477.0,1.43,2119,52,1.08,0.184,0.00033297,0.99967
773364483,34516.0,1298,33218.0,0.757,1906,39,0.773,0.038,7.5527e-05,0.99992
713548158,2657.0,1611,1046.0,0.599,2349,41,0.464,0.606,0.00015971,0.99984
720264783,5031.0,1327,3704.0,0.5529999999999999,1433,34,0.889,0.264,0.00019143,0.99981
715319958,34516.0,787,33729.0,0.763,1312,32,0.6,0.023,0.99714,0.00286097
710528583,1612.0,835,777.0,0.588,2148,40,0.379,0.518,0.00030803,0.99969
809990883,2423.0,1773,650.0,0.574,2038,64,0.362,0.732,0.00011811,0.99988
714412308,7140.0,0,7140.0,0.401,916,18,0.2,0.0,0.99892,0.0010775
772303458,3377.0,948,2429.0,0.461,1407,44,0.467,0.281,0.00022336,0.99978
721243083,34516.0,2408,32108.0,0.7959999999999999,1187,40,0.6,0.07,0.99819,0.00181217
711990933,2295.0,0,2295.0,0.6990000000000001,3292,62,0.8240000000000001,0.0,0.00017987,0.99982
819977058,3150.0,1543,1607.0,0.998,3432,71,0.972,0.49,0.00017486,0.99983
721467258,2165.0,1135,1030.0,0.7070000000000001,1541,33,0.833,0.524,0.00051556,0.99948
719976558,4249.0,1562,2687.0,0.773,1881,49,0.815,0.368,0.00032656,0.99967
718824783,2966.0,1433,1533.0,0.49,1986,50,0.613,0.483,0.00010183,0.9999
713303733,1612.0,744,868.0,0.636,1564,33,0.5,0.462,0.00016883,0.99983
711129483,14593.0,1504,13089.0,0.6679999999999999,3447,72,0.895,0.103,9.6126e-05,0.9999
779618433,8327.0,1551,6776.0,0.463,4428,82,0.8220000000000001,0.18600000000000005,0.00019396,0.99981
797757333,34516.0,1580,32936.0,0.7070000000000001,4149,86,0.755,0.046,7.7478e-05,0.99992
